id,dayofweek,fromid,toid,distance,rank
1151,1,119,28,168,28
1152,1,119,42,168,29
1153,1,119,32,170,30
1154,1,119,13,172,31
1155,1,119,67,247,32
1156,1,119,72,303,33
1157,2,9,9,0,0
1158,2,9,13,6,1
1159,2,9,51,11,2
1160,2,9,20,14,3
1161,2,9,36,14,4
1162,2,9,50,15,5
1163,2,9,37,17,6
1164,2,9,49,19,7
1165,2,9,26,21,8
1166,2,9,28,21,9
1167,2,9,30,21,10
1168,2,9,43,21,11
1169,2,9,38,22,12
1170,2,9,22,23,13
1171,2,9,15,24,14
1172,2,9,29,24,15
1173,2,9,24,28,16
1174,2,9,66,66,17
1175,2,9,76,99,18
1176,2,9,81,100,19
1177,2,9,93,100,20
1178,2,9,91,101,21
1179,2,9,88,102,22
1180,2,9,92,102,23
1181,2,9,89,104,24
1182,2,9,74,106,25
1183,2,9,97,110,26
1184,2,9,73,111,27
1185,2,9,98,112,28
1186,2,9,96,113,29
1187,2,9,68,115,30
1188,2,9,101,116,31
1189,2,9,83,121,32
1190,2,9,64,122,33
1191,2,9,107,136,34
1192,2,9,102,146,35
1193,2,9,116,170,36
1194,2,9,71,176,37
1195,2,9,123,176,38
1196,2,9,121,177,39
1197,2,9,113,179,40
1198,2,13,13,0,0
1199,2,13,9,6,1
1200,2,13,20,8,2
1201,2,13,51,17,3
1202,2,13,26,20,4
1203,2,13,28,20,5
1204,2,13,36,20,6
1205,2,13,15,21,7
1206,2,13,30,21,8
1207,2,13,38,21,9
1208,2,13,50,21,10
1209,2,13,22,22,11
1210,2,13,29,22,12
1211,2,13,37,22,13
1212,2,13,49,24,14
1213,2,13,24,27,15
1214,2,13,43,27,16
1215,2,13,66,63,17
1216,2,13,76,105,18
1217,2,13,81,105,19
1218,2,13,93,106,20
1219,2,13,91,107,21
1220,2,13,92,107,22
1221,2,13,88,108,23
1222,2,13,89,109,24
1223,2,13,68,112,25
1224,2,13,74,112,26
1225,2,13,73,116,27
1226,2,13,97,116,28
1227,2,13,96,117,29
1228,2,13,98,117,30
1229,2,13,64,119,31
1230,2,13,101,122,32
1231,2,13,83,126,33
1232,2,13,107,141,34
1233,2,13,102,152,35
1234,2,13,71,173,36
1235,2,13,116,175,37
1236,2,13,123,181,38
1237,2,13,121,183,39
1238,2,13,113,184,40
1239,2,15,15,0,0
1240,2,15,20,11,1
1241,2,15,24,14,2
1242,2,15,22,20,3
1243,2,15,13,21,4
1244,2,15,9,24,5
1245,2,15,28,27,6
1246,2,15,36,27,7
1247,2,15,26,28,8
1248,2,15,30,28,9
1249,2,15,38,28,10
1250,2,15,29,30,11
1251,2,15,37,30,12
1252,2,15,51,32,13
1253,2,15,43,33,14
1254,2,15,50,36,15
1255,2,15,49,39,16
1256,2,15,66,49,17
1257,2,15,68,98,18
1258,2,15,64,113,19
1259,2,15,76,115,20
1260,2,15,81,116,21
1261,2,15,93,116,22
1262,2,15,91,117,23
1263,2,15,88,118,24
1264,2,15,92,118,25
1265,2,15,89,120,26
1266,2,15,74,122,27
1267,2,15,96,126,28
1268,2,15,98,126,29
1269,2,15,73,127,30
1270,2,15,97,130,31
1271,2,15,101,132,32
1272,2,15,83,137,33
1273,2,15,107,152,34
1274,2,15,71,159,35
1275,2,15,102,162,36
1276,2,15,116,186,37
1277,2,15,123,192,38
1278,2,15,121,193,39
1279,2,15,113,195,40
1280,2,20,20,0,0
1281,2,20,13,8,1
1282,2,20,15,11,2
1283,2,20,9,14,3
1284,2,20,26,17,4
1285,2,20,28,17,5
1286,2,20,36,17,6
1287,2,20,30,18,7
1288,2,20,38,18,8
1289,2,20,22,20,9
1290,2,20,29,20,10
1291,2,20,37,20,11
1292,2,20,51,22,12
1293,2,20,43,23,13
1294,2,20,24,24,14
1295,2,20,50,26,15
1296,2,20,49,29,16
1297,2,20,66,57,17
1298,2,20,68,106,18
1299,2,20,76,110,19
1300,2,20,81,110,20
1301,2,20,93,111,21
1302,2,20,88,112,22
1303,2,20,91,112,23
1304,2,20,92,112,24
1305,2,20,89,114,25
1306,2,20,64,115,26
1307,2,20,74,117,27
1308,2,20,73,121,28
1309,2,20,97,121,29
1310,2,20,98,123,30
1311,2,20,96,124,31
1312,2,20,101,127,32
1313,2,20,83,131,33
1314,2,20,107,146,34
1315,2,20,102,157,35
1316,2,20,71,167,36
1317,2,20,116,180,37
1318,2,20,123,186,38
1319,2,20,121,188,39
1320,2,20,113,189,40
1321,2,22,22,0,0
1322,2,22,26,11,1
1323,2,22,28,11,2
1324,2,22,30,12,3
1325,2,22,38,12,4
1326,2,22,29,13,5
1327,2,22,37,13,6
1328,2,22,43,15,7
1329,2,22,36,17,8
1330,2,22,49,17,9
1331,2,22,24,18,10
1332,2,22,15,20,11
1333,2,22,20,20,12
1334,2,22,13,22,13
1335,2,22,9,23,14
1336,2,22,50,25,15
1337,2,22,51,26,16
1338,2,22,66,59,17
1339,2,22,68,108,18
1340,2,22,76,109,19
1341,2,22,81,109,20
1342,2,22,93,109,21
1343,2,22,91,110,22
1344,2,22,88,111,23
1345,2,22,92,111,24
1346,2,22,89,113,25
1347,2,22,97,114,26
1348,2,22,74,115,27
1349,2,22,96,117,28
1350,2,22,98,118,29
1351,2,22,73,120,30
1352,2,22,101,125,31
1353,2,22,83,130,32
1354,2,22,64,135,33
1355,2,22,107,145,34
1356,2,22,102,155,35
1357,2,22,71,168,36
1358,2,22,116,179,37
1359,2,22,123,185,38
1360,2,22,121,186,39
1361,2,22,113,188,40
1362,2,24,24,0,0
1363,2,24,15,14,1
1364,2,24,22,18,2
1365,2,24,20,24,3
1366,2,24,26,25,4
1367,2,24,28,25,5
1368,2,24,30,26,6
1369,2,24,38,26,7
1370,2,24,13,27,8
1371,2,24,29,27,9
1372,2,24,9,28,10
1373,2,24,37,28,11
1374,2,24,43,31,12
1375,2,24,51,34,13
1376,2,24,36,36,14
1377,2,24,50,38,15
1378,2,24,49,41,16
1379,2,24,66,49,17
1380,2,24,68,98,18
1381,2,24,76,122,19
1382,2,24,81,122,20
1383,2,24,93,123,21
1384,2,24,88,124,22
1385,2,24,91,124,23
1386,2,24,92,124,24
1387,2,24,89,126,25
1388,2,24,74,129,26
1389,2,24,97,132,27
1390,2,24,73,133,28
1391,2,24,98,135,29
1392,2,24,96,136,30
1393,2,24,64,137,31
1394,2,24,101,138,32
1395,2,24,83,143,33
1396,2,24,71,158,34
1397,2,24,107,158,35
1398,2,24,102,168,36
1399,2,24,116,192,37
1400,2,24,123,198,38
1401,2,24,121,199,39
1402,2,24,113,201,40
1403,2,26,26,0,0
1404,2,26,28,1,1
1405,2,26,30,2,2
1406,2,26,38,2,3
1407,2,26,29,4,4
1408,2,26,37,4,5
1409,2,26,43,6,6
1410,2,26,36,8,7
1411,2,26,49,8,8
1412,2,26,22,11,9
1413,2,26,50,16,10
1414,2,26,20,17,11
1415,2,26,51,17,12
1416,2,26,13,20,13
1417,2,26,9,21,14
1418,2,26,24,25,15
1419,2,26,15,28,16
1420,2,26,66,65,17
1421,2,26,76,100,18
1422,2,26,81,100,19
1423,2,26,93,101,20
1424,2,26,88,102,21
1425,2,26,91,102,22
1426,2,26,92,102,23
1427,2,26,97,103,24
1428,2,26,89,104,25
1429,2,26,96,106,26
1430,2,26,74,107,27
1431,2,26,98,107,28
1432,2,26,73,111,29
1433,2,26,68,114,30
1434,2,26,101,117,31
1435,2,26,83,121,32
1436,2,26,64,131,33
1437,2,26,107,136,34
1438,2,26,102,147,35
1439,2,26,116,170,36
1440,2,26,71,175,37
1441,2,26,123,176,38
1442,2,26,121,178,39
1443,2,26,113,179,40
1444,2,28,28,0,0
1445,2,28,26,1,1
1446,2,28,30,2,2
1447,2,28,38,2,3
1448,2,28,29,3,4
1449,2,28,37,3,5
1450,2,28,36,6,6
1451,2,28,43,7,7
1452,2,28,49,7,8
1453,2,28,22,11,9
1454,2,28,50,16,10
1455,2,28,20,17,11
1456,2,28,51,18,12
1457,2,28,13,20,13
1458,2,28,9,21,14
1459,2,28,24,25,15
1460,2,28,15,27,16
1461,2,28,66,65,17
1462,2,28,76,100,18
1463,2,28,81,101,19
1464,2,28,93,101,20
1465,2,28,91,102,21
1466,2,28,88,103,22
1467,2,28,92,103,23
1468,2,28,97,104,24
1469,2,28,89,105,25
1470,2,28,74,107,26
1471,2,28,96,107,27
1472,2,28,98,108,28
1473,2,28,73,112,29
1474,2,28,68,114,30
1475,2,28,101,117,31
1476,2,28,83,122,32
1477,2,28,64,131,33
1478,2,28,107,137,34
1479,2,28,102,147,35
1480,2,28,116,171,36
1481,2,28,71,175,37
1482,2,28,123,177,38
1483,2,28,121,178,39
1484,2,28,113,180,40
1485,2,29,29,0,0
1486,2,29,30,2,1
1487,2,29,37,2,2
1488,2,29,28,3,3
1489,2,29,38,3,4
1490,2,29,26,4,5
1491,2,29,43,5,6
1492,2,29,49,5,7
1493,2,29,36,7,8
1494,2,29,50,11,9
1495,2,29,22,13,10
1496,2,29,51,16,11
1497,2,29,20,20,12
1498,2,29,13,22,13
1499,2,29,9,24,14
1500,2,29,24,27,15
1501,2,29,15,30,16
1502,2,29,66,68,17
1503,2,29,76,99,18
1504,2,29,81,99,19
1505,2,29,93,100,20
1506,2,29,88,101,21
1507,2,29,91,101,22
1508,2,29,92,101,23
1509,2,29,89,103,24
1510,2,29,97,103,25
1511,2,29,74,106,26
1512,2,29,96,106,27
1513,2,29,73,110,28
1514,2,29,98,112,29
1515,2,29,101,116,30
1516,2,29,68,117,31
1517,2,29,83,120,32
1518,2,29,64,133,33
1519,2,29,107,135,34
1520,2,29,102,146,35
1521,2,29,116,169,36
1522,2,29,123,175,37
1523,2,29,71,177,38
1524,2,29,121,177,39
1525,2,29,113,178,40
1526,2,30,30,0,0
1527,2,30,26,2,1
1528,2,30,28,2,2
1529,2,30,29,2,3
1530,2,30,37,2,4
1531,2,30,38,3,5
1532,2,30,43,4,6
1533,2,30,36,6,7
1534,2,30,49,6,8
1535,2,30,22,12,9
1536,2,30,50,14,10
1537,2,30,51,15,11
1538,2,30,20,18,12
1539,2,30,9,21,13
1540,2,30,13,21,14
1541,2,30,24,26,15
1542,2,30,15,28,16
1543,2,30,66,66,17
1544,2,30,76,98,18
1545,2,30,81,98,19
1546,2,30,93,99,20
1547,2,30,88,100,21
1548,2,30,91,100,22
1549,2,30,92,100,23
1550,2,30,89,102,24
1551,2,30,97,104,25
1552,2,30,74,105,26
1553,2,30,96,107,27
1554,2,30,73,109,28
1555,2,30,98,111,29
1556,2,30,68,115,30
1557,2,30,101,115,31
1558,2,30,83,119,32
1559,2,30,64,132,33
1560,2,30,107,134,34
1561,2,30,102,145,35
1562,2,30,116,168,36
1563,2,30,123,174,37
1564,2,30,71,176,38
1565,2,30,121,176,39
1566,2,30,113,177,40
1567,2,36,36,0,0
1568,2,36,37,2,1
1569,2,36,38,4,2
1570,2,36,43,4,3
1571,2,36,28,6,4
1572,2,36,30,6,5
1573,2,36,29,7,6
1574,2,36,49,7,7
1575,2,36,26,8,8
1576,2,36,9,14,9
1577,2,36,50,14,10
1578,2,36,51,14,11
1579,2,36,20,17,12
1580,2,36,22,17,13
1581,2,36,13,20,14
1582,2,36,15,27,15
1583,2,36,24,36,16
1584,2,36,66,71,17
1585,2,36,76,98,18
1586,2,36,81,98,19
1587,2,36,93,99,20
1588,2,36,91,100,21
1589,2,36,92,100,22
1590,2,36,88,101,23
1591,2,36,89,102,24
1592,2,36,74,105,25
1593,2,36,73,109,26
1594,2,36,97,109,27
1595,2,36,96,111,28
1596,2,36,98,111,29
1597,2,36,101,115,30
1598,2,36,83,119,31
1599,2,36,68,120,32
1600,2,36,64,131,33
1601,2,36,107,134,34
1602,2,36,102,145,35
1603,2,36,116,169,36
1604,2,36,123,174,37
1605,2,36,121,176,38
1606,2,36,113,177,39
1607,2,36,71,180,40
1608,2,37,37,0,0
1609,2,37,38,1,1
1610,2,37,29,2,2
1611,2,37,30,2,3
1612,2,37,36,2,4
1613,2,37,28,3,5
1614,2,37,43,3,6
1615,2,37,26,4,7
1616,2,37,49,6,8
1617,2,37,22,13,9
1618,2,37,50,13,10
1619,2,37,51,14,11
1620,2,37,9,17,12
1621,2,37,20,20,13
1622,2,37,13,22,14
1623,2,37,24,28,15
1624,2,37,15,30,16
1625,2,37,66,67,17
1626,2,37,76,97,18
1627,2,37,81,97,19
1628,2,37,93,97,20
1629,2,37,91,98,21
1630,2,37,88,99,22
1631,2,37,92,99,23
1632,2,37,89,101,24
1633,2,37,74,103,25
1634,2,37,97,107,26
1635,2,37,73,108,27
1636,2,37,96,109,28
1637,2,37,98,109,29
1638,2,37,101,113,30
1639,2,37,68,116,31
1640,2,37,83,118,32
1641,2,37,64,131,33
1642,2,37,107,133,34
1643,2,37,102,143,35
1644,2,37,116,167,36
1645,2,37,123,173,37
1646,2,37,121,174,38
1647,2,37,71,176,39
1648,2,37,113,176,40
1649,2,38,38,0,0
1650,2,38,37,1,1
1651,2,38,26,2,2
1652,2,38,28,2,3
1653,2,38,29,3,4
1654,2,38,30,3,5
1655,2,38,36,4,6
1656,2,38,43,5,7
1657,2,38,49,8,8
1658,2,38,22,12,9
1659,2,38,50,15,10
1660,2,38,51,16,11
1661,2,38,20,18,12
1662,2,38,13,21,13
1663,2,38,9,22,14
1664,2,38,24,26,15
1665,2,38,15,28,16
1666,2,38,66,65,17
1667,2,38,76,99,18
1668,2,38,81,99,19
1669,2,38,91,100,20
1670,2,38,93,100,21
1671,2,38,88,101,22
1672,2,38,92,101,23
1673,2,38,89,103,24
1674,2,38,97,105,25
1675,2,38,74,106,26
1676,2,38,96,108,27
1677,2,38,73,110,28
1678,2,38,98,111,29
1679,2,38,68,114,30
1680,2,38,101,115,31
1681,2,38,83,120,32
1682,2,38,64,132,33
1683,2,38,107,135,34
1684,2,38,102,145,35
1685,2,38,116,169,36
1686,2,38,71,175,37
1687,2,38,123,175,38
1688,2,38,121,176,39
1689,2,38,113,178,40
1690,2,43,43,0,0
1691,2,43,37,3,1
1692,2,43,30,4,2
1693,2,43,36,4,3
1694,2,43,29,5,4
1695,2,43,38,5,5
1696,2,43,26,6,6
1697,2,43,28,7,7
1698,2,43,49,7,8
1699,2,43,22,15,9
1700,2,43,50,15,10
1701,2,43,51,17,11
1702,2,43,9,21,12
1703,2,43,20,23,13
1704,2,43,13,27,14
1705,2,43,24,31,15
1706,2,43,15,33,16
1707,2,43,66,69,17
1708,2,43,76,100,18
1709,2,43,81,100,19
1710,2,43,93,100,20
1711,2,43,91,101,21
1712,2,43,88,102,22
1713,2,43,92,102,23
1714,2,43,89,104,24
1715,2,43,97,104,25
1716,2,43,74,106,26
1717,2,43,96,107,27
1718,2,43,98,108,28
1719,2,43,73,111,29
1720,2,43,101,116,30
1721,2,43,68,118,31
1722,2,43,83,121,32
1723,2,43,64,134,33
1724,2,43,107,136,34
1725,2,43,102,146,35
1726,2,43,116,170,36
1727,2,43,123,176,37
1728,2,43,121,177,38
1729,2,43,71,178,39
1730,2,43,113,179,40
1731,2,49,49,0,0
1732,2,49,29,5,1
1733,2,49,30,6,2
1734,2,49,37,6,3
1735,2,49,28,7,4
1736,2,49,36,7,5
1737,2,49,43,7,6
1738,2,49,50,7,7
1739,2,49,26,8,8
1740,2,49,38,8,9
1741,2,49,51,11,10
1742,2,49,22,17,11
1743,2,49,9,19,12
1744,2,49,13,24,13
1745,2,49,20,29,14
1746,2,49,15,39,15
1747,2,49,24,41,16
1748,2,49,66,83,17
1749,2,49,76,94,18
1750,2,49,81,95,19
1751,2,49,93,95,20
1752,2,49,91,96,21
1753,2,49,88,97,22
1754,2,49,92,97,23
1755,2,49,89,99,24
1756,2,49,97,100,25
1757,2,49,74,101,26
1758,2,49,96,103,27
1759,2,49,98,104,28
1760,2,49,73,106,29
1761,2,49,101,111,30
1762,2,49,83,116,31
1763,2,49,107,131,32
1764,2,49,68,132,33
1765,2,49,64,141,34
1766,2,49,102,141,35
1767,2,49,116,165,36
1768,2,49,123,171,37
1769,2,49,121,172,38
1770,2,49,113,174,39
1771,2,49,71,192,40
1772,2,50,50,0,0
1773,2,50,51,5,1
1774,2,50,49,7,2
1775,2,50,29,11,3
1776,2,50,37,13,4
1777,2,50,30,14,5
1778,2,50,36,14,6
1779,2,50,9,15,7
1780,2,50,38,15,8
1781,2,50,43,15,9
1782,2,50,26,16,10
1783,2,50,28,16,11
1784,2,50,13,21,12
1785,2,50,22,25,13
1786,2,50,20,26,14
1787,2,50,15,36,15
1788,2,50,24,38,16
1789,2,50,66,82,17
1790,2,50,76,94,18
1791,2,50,81,94,19
1792,2,50,93,94,20
1793,2,50,91,95,21
1794,2,50,88,96,22
1795,2,50,92,96,23
1796,2,50,89,98,24
1797,2,50,97,99,25
1798,2,50,74,100,26
1799,2,50,96,102,27
1800,2,50,98,103,28
1801,2,50,73,105,29
1802,2,50,101,110,30
1803,2,50,83,115,31
1804,2,50,107,130,32
1805,2,50,68,131,33
1806,2,50,64,140,34
1807,2,50,102,140,35
1808,2,50,116,164,36
1809,2,50,123,170,37
1810,2,50,121,171,38
1811,2,50,113,173,39
1812,2,50,71,191,40
1813,2,51,51,0,0
1814,2,51,50,5,1
1815,2,51,9,11,2
1816,2,51,49,11,3
1817,2,51,36,14,4
1818,2,51,37,14,5
1819,2,51,30,15,6
1820,2,51,29,16,7
1821,2,51,38,16,8
1822,2,51,13,17,9
1823,2,51,26,17,10
1824,2,51,43,17,11
1825,2,51,28,18,12
1826,2,51,20,22,13
1827,2,51,22,26,14
1828,2,51,15,32,15
1829,2,51,24,34,16
1830,2,51,66,76,17
1831,2,51,76,91,18
1832,2,51,81,92,19
1833,2,51,93,92,20
1834,2,51,91,93,21
1835,2,51,88,94,22
1836,2,51,92,94,23
1837,2,51,89,96,24
1838,2,51,74,98,25
1839,2,51,97,102,26
1840,2,51,73,103,27
1841,2,51,98,104,28
1842,2,51,96,105,29
1843,2,51,101,108,30
1844,2,51,83,113,31
1845,2,51,68,125,32
1846,2,51,107,128,33
1847,2,51,64,134,34
1848,2,51,102,138,35
1849,2,51,116,162,36
1850,2,51,123,168,37
1851,2,51,121,169,38
1852,2,51,113,170,39
1853,2,51,71,185,40
1854,2,64,64,0,0
1855,2,64,68,95,1
1856,2,64,66,106,2
1857,2,64,15,113,3
1858,2,64,20,115,4
1859,2,64,13,119,5
1860,2,64,9,122,6
1861,2,64,26,131,7
1862,2,64,28,131,8
1863,2,64,36,131,9
1864,2,64,37,131,10
1865,2,64,30,132,11
1866,2,64,38,132,12
1867,2,64,29,133,13
1868,2,64,43,134,14
1869,2,64,51,134,15
1870,2,64,22,135,16
1871,2,64,24,137,17
1872,2,64,50,140,18
1873,2,64,49,141,19
1874,2,64,71,144,20
1875,2,64,81,149,21
1876,2,64,83,165,22
1877,2,64,91,165,23
1878,2,64,93,165,24
1879,2,64,88,166,25
1880,2,64,92,166,26
1881,2,64,89,168,27
1882,2,64,74,172,28
1883,2,64,76,172,29
1884,2,64,73,175,30
1885,2,64,101,182,31
1886,2,64,107,200,32
1887,2,64,102,212,33
1888,2,64,96,215,34
1889,2,64,98,215,35
1890,2,64,97,219,36
1891,2,64,116,236,37
1892,2,64,123,242,38
1893,2,64,121,243,39
1894,2,64,113,245,40
1895,2,66,66,0,0
1896,2,66,15,49,1
1897,2,66,24,49,2
1898,2,66,68,50,3
1899,2,66,20,57,4
1900,2,66,22,59,5
1901,2,66,13,63,6
1902,2,66,26,65,7
1903,2,66,28,65,8
1904,2,66,38,65,9
1905,2,66,9,66,10
1906,2,66,30,66,11
1907,2,66,37,67,12
1908,2,66,29,68,13
1909,2,66,43,69,14
1910,2,66,36,71,15
1911,2,66,51,76,16
1912,2,66,50,82,17
1913,2,66,49,83,18
1914,2,66,64,106,19
1915,2,66,71,130,20
1916,2,66,76,157,21
1917,2,66,81,157,22
1918,2,66,93,158,23
1919,2,66,91,159,24
1920,2,66,92,159,25
1921,2,66,88,160,26
1922,2,66,89,161,27
1923,2,66,74,164,28
1924,2,66,73,168,29
1925,2,66,96,168,30
1926,2,66,98,168,31
1927,2,66,97,172,32
1928,2,66,101,174,33
1929,2,66,83,178,34
1930,2,66,107,193,35
1931,2,66,102,204,36
1932,2,66,116,228,37
1933,2,66,123,233,38
1934,2,66,121,235,39
1935,2,66,113,236,40
1936,2,68,68,0,0
1937,2,68,66,50,1
1938,2,68,71,81,2
1939,2,68,64,95,3
1940,2,68,15,98,4
1941,2,68,24,98,5
1942,2,68,20,106,6
1943,2,68,22,108,7
1944,2,68,13,112,8
1945,2,68,26,114,9
1946,2,68,28,114,10
1947,2,68,38,114,11
1948,2,68,9,115,12
1949,2,68,30,115,13
1950,2,68,37,116,14
1951,2,68,29,117,15
1952,2,68,43,118,16
1953,2,68,36,120,17
1954,2,68,51,125,18
1955,2,68,50,131,19
1956,2,68,49,132,20
1957,2,68,76,209,21
1958,2,68,81,209,22
1959,2,68,91,210,23
1960,2,68,93,210,24
1961,2,68,88,211,25
1962,2,68,92,211,26
1963,2,68,89,213,27
1964,2,68,74,216,28
1965,2,68,96,219,29
1966,2,68,98,219,30
1967,2,68,73,220,31
1968,2,68,97,224,32
1969,2,68,101,225,33
1970,2,68,83,230,34
1971,2,68,107,245,35
1972,2,68,102,255,36
1973,2,68,116,279,37
1974,2,68,123,285,38
1975,2,68,121,286,39
1976,2,68,113,288,40
1977,2,71,71,0,0
1978,2,71,68,81,1
1979,2,71,66,130,2
1980,2,71,64,144,3
1981,2,71,24,158,4
1982,2,71,15,159,5
1983,2,71,20,167,6
1984,2,71,22,168,7
1985,2,71,13,173,8
1986,2,71,26,175,9
1987,2,71,28,175,10
1988,2,71,38,175,11
1989,2,71,9,176,12
1990,2,71,30,176,13
1991,2,71,37,176,14
1992,2,71,29,177,15
1993,2,71,43,178,16
1994,2,71,36,180,17
1995,2,71,51,185,18
1996,2,71,50,191,19
1997,2,71,49,192,20
1998,2,71,76,267,21
1999,2,71,81,267,22
2000,2,71,93,268,23
2001,2,71,91,269,24
2002,2,71,92,269,25
2003,2,71,88,270,26
2004,2,71,89,271,27
2005,2,71,74,274,28
2006,2,71,73,278,29
2007,2,71,96,278,30
2008,2,71,98,278,31
2009,2,71,97,282,32
2010,2,71,101,284,33
2011,2,71,83,288,34
2012,2,71,107,303,35
2013,2,71,102,314,36
2014,2,71,116,338,37
2015,2,71,123,343,38
2016,2,71,121,345,39
2017,2,71,113,346,40
2018,2,73,73,0,0
2019,2,73,89,9,1
2020,2,73,88,10,2
2021,2,73,91,10,3
2022,2,73,92,10,4
2023,2,73,93,11,5
2024,2,73,74,19,6
2025,2,73,76,20,7
2026,2,73,101,22,8
2027,2,73,83,25,9
2028,2,73,107,30,10
2029,2,73,81,31,11
2030,2,73,102,46,12
2031,2,73,96,60,13
2032,2,73,98,61,14
2033,2,73,97,64,15
2034,2,73,116,69,16
2035,2,73,121,76,17
2036,2,73,123,77,18
2037,2,73,113,80,19
2038,2,73,51,103,20
2039,2,73,50,105,21
2040,2,73,49,106,22
2041,2,73,37,108,23
2042,2,73,30,109,24
2043,2,73,36,109,25
2044,2,73,29,110,26
2045,2,73,38,110,27
2046,2,73,9,111,28
2047,2,73,26,111,29
2048,2,73,43,111,30
2049,2,73,28,112,31
2050,2,73,13,116,32
2051,2,73,22,120,33
2052,2,73,20,121,34
2053,2,73,15,127,35
2054,2,73,24,133,36
2055,2,73,66,168,37
2056,2,73,64,175,38
2057,2,73,68,220,39
2058,2,73,71,278,40
2059,2,74,74,0,0
2060,2,74,76,5,1
2061,2,74,93,8,2
2062,2,74,91,9,3
2063,2,74,88,10,4
2064,2,74,92,10,5
2065,2,74,89,12,6
2066,2,74,73,19,7
2067,2,74,101,20,8
2068,2,74,81,28,9
2069,2,74,107,39,10
2070,2,74,83,43,11
2071,2,74,96,44,12
2072,2,74,98,44,13
2073,2,74,97,48,14
2074,2,74,102,50,15
2075,2,74,116,74,16
2076,2,74,123,79,17
2077,2,74,121,81,18
2078,2,74,113,82,19
2079,2,74,51,98,20
2080,2,74,50,100,21
2081,2,74,49,101,22
2082,2,74,37,103,23
2083,2,74,30,105,24
2084,2,74,36,105,25
2085,2,74,9,106,26
2086,2,74,29,106,27
2087,2,74,38,106,28
2088,2,74,43,106,29
2089,2,74,26,107,30
2090,2,74,28,107,31
2091,2,74,13,112,32
2092,2,74,22,115,33
2093,2,74,20,117,34
2094,2,74,15,122,35
2095,2,74,24,129,36
2096,2,74,66,164,37
2097,2,74,64,172,38
2098,2,74,68,216,39
2099,2,74,71,274,40
2100,2,76,76,0,0
2101,2,76,74,5,1
2102,2,76,93,8,2
2103,2,76,91,9,3
2104,2,76,88,10,4
2105,2,76,92,10,5
2106,2,76,89,12,6
2107,2,76,73,20,7
2108,2,76,101,24,8
2109,2,76,81,26,9
2110,2,76,83,41,10
2111,2,76,107,44,11
2112,2,76,96,48,12
2113,2,76,98,48,13
2114,2,76,97,52,14
2115,2,76,102,54,15
2116,2,76,116,78,16
2117,2,76,123,84,17
2118,2,76,121,85,18
2119,2,76,113,87,19
2120,2,76,51,91,20
2121,2,76,49,94,21
2122,2,76,50,94,22
2123,2,76,37,97,23
2124,2,76,30,98,24
2125,2,76,36,98,25
2126,2,76,9,99,26
2127,2,76,29,99,27
2128,2,76,38,99,28
2129,2,76,26,100,29
2130,2,76,28,100,30
2131,2,76,43,100,31
2132,2,76,13,105,32
2133,2,76,22,109,33
2134,2,76,20,110,34
2135,2,76,15,115,35
2136,2,76,24,122,36
2137,2,76,66,157,37
2138,2,76,64,172,38
2139,2,76,68,209,39
2140,2,76,71,267,40
2141,2,81,81,0,0
2142,2,81,91,21,1
2143,2,81,93,21,2
2144,2,81,88,22,3
2145,2,81,92,22,4
2146,2,81,89,24,5
2147,2,81,76,26,6
2148,2,81,74,28,7
2149,2,81,73,31,8
2150,2,81,83,35,9
2151,2,81,101,38,10
2152,2,81,107,56,11
2153,2,81,102,68,12
2154,2,81,96,71,13
2155,2,81,98,71,14
2156,2,81,97,75,15
2157,2,81,51,92,16
2158,2,81,116,92,17
2159,2,81,50,94,18
2160,2,81,49,95,19
2161,2,81,37,97,20
2162,2,81,123,97,21
2163,2,81,30,98,22
2164,2,81,36,98,23
2165,2,81,29,99,24
2166,2,81,38,99,25
2167,2,81,121,99,26
2168,2,81,9,100,27
2169,2,81,26,100,28
2170,2,81,43,100,29
2171,2,81,113,100,30
2172,2,81,28,101,31
2173,2,81,13,105,32
2174,2,81,22,109,33
2175,2,81,20,110,34
2176,2,81,15,116,35
2177,2,81,24,122,36
2178,2,81,64,149,37
2179,2,81,66,157,38
2180,2,81,68,209,39
2181,2,81,71,267,40
2182,2,83,83,0,0
2183,2,83,73,25,1
2184,2,83,88,28,2
2185,2,83,81,35,3
2186,2,83,91,36,4
2187,2,83,92,36,5
2188,2,83,93,36,6
2189,2,83,89,38,7
2190,2,83,76,41,8
2191,2,83,74,43,9
2192,2,83,107,49,10
2193,2,83,101,53,11
2194,2,83,102,58,12
2195,2,83,116,81,13
2196,2,83,96,85,14
2197,2,83,98,85,15
2198,2,83,121,88,16
2199,2,83,97,89,17
2200,2,83,123,89,18
2201,2,83,113,92,19
2202,2,83,51,113,20
2203,2,83,50,115,21
2204,2,83,49,116,22
2205,2,83,37,118,23
2206,2,83,30,119,24
2207,2,83,36,119,25
2208,2,83,29,120,26
2209,2,83,38,120,27
2210,2,83,9,121,28
2211,2,83,26,121,29
2212,2,83,43,121,30
2213,2,83,28,122,31
2214,2,83,13,126,32
2215,2,83,22,130,33
2216,2,83,20,131,34
2217,2,83,15,137,35
2218,2,83,24,143,36
2219,2,83,64,165,37
2220,2,83,66,178,38
2221,2,83,68,230,39
2222,2,83,71,288,40
2223,2,88,88,0,0
2224,2,88,91,1,1
2225,2,88,92,1,2
